iid,nodes,edges,best_score
38676,86,153,23
38694,86,151,22
38762,86,149,25
41731,86,88,28
68533,86,108,3
68705,86,86,29
69291,86,108,4
69849,86,105,3
70051,86,85,30
70994,86,87,3
71064,86,85,29
72282,86,85,4
73785,86,85,4
74190,86,111,28
75239,86,102,27
77407,86,85,30
79348,86,88,29
79597,86,85,30
79784,86,205,19
79911,86,85,30
80111,86,85,29
80645,86,85,30
81414,86,98,11
82452,86,109,27
84860,86,85,30
85736,86,111,26
52219,86,546,10
52754,86,95,21
52876,86,87,29
53054,86,107,24
53150,86,347,15
53936,86,102,30
54615,86,87,29
55046,86,174,11
55261,86,88,30
55385,86,102,31
56350,86,354,7
57335,86,113,14
57351,86,87,29
57723,86,88,11
60181,86,85,30
60516,86,390,7
61338,86,86,30
62040,86,85,3
62632,86,163,8
62798,86,86,28
64246,86,107,6
65507,86,88,6
65789,86,101,5
66320,86,86,3
66867,86,85,5
67309,86,150,4
67506,86,88,29
196,86,123,21
1606,86,92,31
12574,86,284,15
13211,86,87,29
14544,86,85,29
15101,86,95,28
15294,86,90,27
44531,86,272,6
44630,86,1279,7
45787,86,448,13
46098,86,383,23
47303,86,460,26
48483,86,346,11
50585,86,682,14
20234,86,93,25
21140,86,98,29
21442,86,89,30
21472,86,89,31
22406,86,92,30
25722,86,95,29
20136,87,114,28
21332,87,89,31
21948,87,88,31
22241,87,94,30
24795,87,86,30
25417,87,117,28
26170,87,88,32
26604,87,89,31
51669,87,313,14
52364,87,104,24
52996,87,86,29
54240,87,101,29
54251,87,144,15
54287,87,254,14
54992,87,86,9
58293,87,89,29
58767,87,497,5
59251,87,88,30
59295,87,89,30
68053,87,86,5
68066,87,86,30
68553,87,86,30
69198,87,86,29
69998,87,93,5
72453,87,117,27
74823,87,93,29
74929,87,86,3
77003,87,86,29
78077,87,86,30
78968,87,107,27
79043,87,90,30
79801,87,86,30
27158,87,88,31
27294,87,89,30
27429,87,92,31
27563,87,90,31
29351,87,89,10
31948,87,97,16
33586,87,99,21
33596,87,94,26
34251,87,167,11
34633,87,100,6
36685,87,96,3
38769,87,143,24
43000,87,87,31
43280,87,98,28
81287,87,92,25
81997,87,93,11
85194,87,86,29
85232,87,87,29
85233,87,86,29
44991,87,95,29
45455,87,269,15
45544,87,88,30
46105,87,141,15
46864,87,92,28
47548,87,93,31
47879,87,88,30
59845,87,86,9
60913,87,481,5
62027,87,86,7
63551,87,91,8
63594,87,118,11
63821,87,90,31
64369,87,87,30
64606,87,314,6
64748,87,86,30
65500,87,99,30
65660,87,86,29
66822,87,146,9
197,87,406,2
12455,87,95,29
13662,87,88,11
13797,87,99,27
14676,87,96,17
14916,87,91,29
17361,87,94,23
198,88,133,25
12479,88,88,30
13904,88,88,31
14452,88,88,31
14473,88,88,11
16955,88,87,29
35236,88,528,22
36352,88,88,35
37173,88,566,28
37948,88,171,15
38734,88,478,8
39997,88,123,25
42290,88,142,27
68551,88,90,30
69610,88,90,31
69837,88,88,29
69951,88,93,7
70492,88,88,30
71003,88,87,30
71141,88,88,31
71463,88,87,30
71988,88,87,30
73409,88,93,31
73441,88,102,29
73500,88,106,29
74484,88,110,28
74632,88,102,29
79613,88,88,30
79964,88,89,30
80131,88,87,30
80190,88,87,30
19692,88,112,28
19701,88,111,28
19731,88,111,28
19796,88,112,31
20083,88,111,29
20306,88,96,32
20424,88,112,29
20455,88,108,28
20857,88,112,29
20923,88,113,28
20926,88,111,29
20965,88,114,30
21021,88,111,32
21094,88,113,29
22664,88,90,29
24891,88,188,18
24906,88,93,30
24935,88,87,27
25018,88,103,27
25363,88,110,30
25513,88,113,30
25729,88,92,31
25755,88,91,31
26224,88,91,30
26502,88,93,30
52366,88,330,13
52670,88,269,18
52731,88,89,30
52783,88,251,11
53460,88,313,21
53925,88,107,26
54084,88,104,29
55602,88,519,6
56641,88,106,26
56818,88,106,28
58044,88,110,24
59187,88,88,31
59262,88,164,10
26749,88,92,33
26873,88,116,30
26912,88,89,29
27445,88,88,29
27792,88,92,33
27865,88,95,32
27895,88,93,30
29208,88,93,20
29999,88,127,5
33987,88,104,23
34266,88,104,20
34733,88,92,23
59947,88,91,31
60944,88,100,13
61514,88,91,30
61550,88,89,31
62195,88,93,29
62205,88,87,5
62289,88,273,5
62424,88,95,3
62456,88,130,11
63433,88,93,29
63691,88,89,29
64506,88,88,29
65752,88,90,30
65948,88,184,4
65967,88,306,6
67046,88,90,6
67260,88,148,4
67406,88,88,30
67436,88,124,14
67548,88,87,30
81376,88,94,29
83401,88,96,10
85125,88,87,30
43908,88,197,18
44037,88,183,6
45628,88,87,29
46280,88,301,12
46787,88,113,28
47359,88,101,28
47853,88,111,28
47940,88,111,30
48201,88,112,29
49509,88,120,22
50156,88,102,28
50288,88,158,18
50464,88,108,28
51532,88,239,16
43692,89,91,30
43700,89,88,3
45529,89,149,14
46673,89,116,31
48849,89,644,19
49041,89,95,30
49438,89,98,31
49975,89,252,21
50011,89,110,29
50489,89,89,31
53212,89,88,30
54152,89,91,31
54578,89,97,28
54638,89,111,30
54672,89,106,27
54869,89,88,31
55351,89,94,32
55612,89,111,26
55626,89,88,31
55688,89,102,7
56098,89,110,5
56745,89,137,17
57295,89,88,30
58001,89,92,10
68291,89,101,29
69543,89,88,30
69870,89,120,5
70212,89,163,4
71164,89,88,31
71284,89,88,30
71763,89,109,29
73112,89,143,24
75478,89,261,14
78547,89,88,29
78796,89,89,30
79664,89,88,30
79674,89,88,30
12567,89,95,28
12705,89,88,30
12819,89,92,30
13084,89,113,27
13368,89,111,27
13663,89,103,30
13702,89,89,8
13720,89,88,31
14667,89,93,29
15186,89,88,30
15840,89,96,30
16060,89,93,21
35029,89,289,8
36755,89,126,31
37408,89,144,17
37735,89,88,19
39494,89,114,17
40994,89,96,29
41086,89,90,30
43448,89,102,29
20323,89,120,28
20668,89,117,27
20788,89,115,28
20836,89,105,28
21092,89,115,30
24610,89,101,29
25570,89,121,28
25825,89,92,30
25845,89,92,31
26290,89,89,34
80492,89,93,31
81021,89,88,15
81913,89,116,28
83707,89,659,10
84223,89,449,12
85342,89,88,30
27932,89,90,30
28089,89,92,30
28097,89,92,35
28509,89,89,34
29355,89,89,15
34148,89,430,13
60342,89,448,6
60389,89,622,4
60997,89,98,25
61006,89,98,25
63143,89,168,5
63412,89,88,29
63567,89,97,6
63661,89,132,3
63864,89,97,30
64566,89,182,5
66639,89,88,31
66756,89,88,30
67135,89,97,5
61351,90,396,7
62581,90,95,29
62782,90,99,6
63111,90,124,9
63274,90,206,9
63372,90,89,31
66034,90,124,5
67069,90,89,30
67114,90,107,3
35561,90,121,8
35795,90,403,19
36560,90,190,16
36830,90,89,5
37430,90,96,31
39698,90,95,30
43048,90,89,30
68199,90,100,3
69249,90,90,31
70603,90,89,31
71012,90,91,30
71799,90,93,30
71980,90,90,30
72928,90,111,29
73033,90,105,32
73166,90,109,29
74007,90,95,31
74116,90,118,29
78855,90,89,31
79647,90,89,31
80121,90,95,29
44568,90,94,30
45059,90,90,30
45153,90,115,9
45222,90,125,25
45292,90,94,30
46982,90,108,25
47546,90,96,40
48266,90,96,31
48909,90,448,12
49160,90,109,32
49297,90,108,26
49707,90,89,30
50635,90,372,8
51095,90,104,29
51230,90,108,29
51485,90,92,34
52324,90,91,31
52956,90,107,29
53732,90,97,30
56721,90,89,30
57205,90,92,31
57512,90,151,13
58528,90,90,31
58575,90,102,29
59007,90,90,31
199,90,135,24
200,90,135,24
512,90,1330,4
513,90,1410,4
514,90,1456,4
515,90,2182,2
516,90,2319,2
1608,90,92,31
1918,90,189,20
1919,90,225,16
1936,90,201,20
1937,90,270,16
2004,90,237,16
2005,90,315,15
13170,90,93,31
13278,90,108,29
14442,90,104,29
14849,90,95,30
14986,90,93,30
15395,90,98,31
27786,90,100,30
30315,90,95,21
32071,90,109,23
34100,90,101,21
34211,90,121,10
34388,90,92,10
34882,90,96,40
19850,90,119,29
19945,90,119,29
20556,90,110,30
20654,90,101,6
20912,90,119,29
20946,90,109,29
21001,90,106,28
21291,90,93,33
21430,90,91,32
22365,90,96,32
22725,90,92,32
80314,90,98,30
81757,90,156,11
82207,90,116,28
83564,90,239,17
83851,90,490,8
84090,90,224,17
84786,90,221,17
85348,90,89,30
85403,90,90,30
82481,91,119,30
83040,91,96,31
83286,91,96,30
83623,91,171,14
84956,91,90,31
53229,91,107,28
54787,91,143,4
54798,91,99,30
55541,91,206,11
55599,91,110,30
56426,91,215,17
56664,91,264,10
56927,91,131,14
57402,91,157,13
57488,91,93,31
58893,91,90,31
59298,91,479,4
59394,91,354,9
68702,91,93,30
68921,91,96,30
69877,91,92,31
70650,91,94,31
70879,91,120,8
71220,91,96,31
72722,91,120,29
74057,91,118,29
74428,91,120,28
74581,91,112,29
78949,91,90,31
79986,91,90,31
59784,91,229,12
61800,91,100,31
63511,91,93,30
63526,91,92,30
63611,91,90,3
64049,91,94,4
65297,91,96,30
65586,91,96,26
65845,91,90,31
67453,91,90,4
35003,91,855,6
36274,91,92,34
36746,91,794,3
36945,91,274,18
38884,91,321,6
42322,91,94,31
44033,91,96,31
44246,91,100,31
44291,91,95,30
44366,91,91,32
45964,91,93,31
46283,91,93,31
47367,91,179,19
48569,91,840,27
50488,91,111,31
51448,91,110,25
21901,91,95,32
22514,91,101,31
23407,91,168,5
1607,91,120,27
12625,91,243,19
13488,91,96,29
14673,91,93,31
16678,91,94,34
27437,91,98,31
27748,91,96,32
29040,91,372,10
29345,91,95,16
27118,92,184,7
27554,92,95,34
27754,92,98,32
28028,92,250,14
28070,92,236,17
29066,92,504,9
30130,92,97,18
34105,92,116,28
36587,92,233,5
36674,92,292,8
38216,92,121,22
38491,92,97,31
39906,92,383,5
41964,92,95,31
68222,92,96,30
68263,92,98,30
70694,92,91,31
70947,92,174,3
71050,92,91,31
71146,92,101,31
73107,92,114,34
73253,92,124,30
74329,92,120,29
74373,92,117,29
74738,92,102,31
77471,92,95,31
79283,92,92,34
79481,92,91,31
79815,92,91,31
80410,92,98,30
81948,92,109,31
82322,92,112,28
82396,92,117,33
83163,92,99,33
85481,92,91,31
53578,92,152,6
56080,92,449,9
56598,92,92,31
57850,92,92,31
58007,92,96,31
58833,92,109,30
59129,92,138,10
60332,92,429,8
60888,92,103,30
61562,92,96,30
62017,92,94,31
62098,92,91,5
62246,92,94,30
62688,92,96,7
63840,92,116,30
64235,92,95,32
65065,92,139,17
65416,92,141,8
66353,92,209,5
201,92,104,33
202,92,131,27
203,92,285,22
1604,92,103,33
12700,92,102,30
13502,92,106,30
14572,92,97,30
43971,92,98,30
46400,92,113,24
46987,92,120,29
47555,92,95,30
48032,92,506,20
48804,92,117,30
50265,92,121,31
50656,92,91,31
51584,92,94,31
20023,92,120,32
20035,92,114,31
20397,92,117,29
20405,92,116,29
20508,92,119,29
20744,92,119,30
21667,92,98,29
21825,92,94,34
22123,92,103,31
24955,92,95,31
25146,92,116,30
25322,92,118,29
17851,93,96,20
20586,93,121,30
21217,93,98,32
21812,93,102,31
25318,93,121,31
52168,93,192,14
53379,93,94,33
54183,93,936,4
55212,93,97,32
56599,93,102,10
58072,93,94,31
59579,93,424,7
68038,93,100,3
68657,93,100,31
69321,93,110,5
72027,93,93,32
73731,93,94,4
73967,93,104,33
74211,93,120,29
74508,93,121,30
79302,93,92,31
79863,93,92,31
27195,93,95,33
27205,93,96,31
28042,93,233,16
28413,93,530,11
33483,93,111,26
38685,93,197,22
39887,93,105,33
40751,93,911,6
41234,93,96,32
42304,93,95,31
43374,93,95,30
82732,93,93,33
82934,93,93,34
83215,93,98,31
83262,93,105,31
83823,93,355,14
84331,93,349,16
84512,93,98,12
84626,93,100,30
85824,93,196,15
43887,93,93,32
44796,93,96,33
44881,93,102,31
45105,93,92,32
47098,93,112,27
48167,93,111,31
50743,93,92,10
50892,93,92,32
51628,93,546,15
60031,93,100,8
61120,93,113,6
61931,93,93,33
62376,93,94,8
63271,93,94,32
63686,93,304,15
63760,93,738,7
64071,93,99,7
64925,93,118,3
65058,93,95,32
66166,93,103,31
204,93,111,30
902,93,139,28
11582,93,272,19
12274,93,98,30
12648,93,94,31
14157,93,92,31
15000,93,92,31
205,94,118,31
903,94,98,33
11388,94,93,46
11469,94,1010,8
12370,94,103,29
13328,94,105,30
14261,94,100,32
16990,94,100,22
38758,94,205,21
40984,94,96,32
42899,94,94,32
42933,94,93,31
67987,94,97,34
68536,94,100,32
70628,94,95,32
71214,94,94,31
71864,94,99,31
72107,94,373,12
72578,94,120,29
79882,94,93,32
17828,94,101,23
21227,94,95,32
21279,94,310,16
21829,94,99,32
24814,94,93,32
24941,94,102,30
24948,94,98,35
25429,94,118,34
53480,94,108,15
54397,94,220,15
55813,94,230,17
57697,94,101,31
58648,94,94,31
58890,94,102,32
26730,94,98,32
26980,94,96,33
27396,94,97,32
27797,94,98,32
27981,94,238,17
28431,94,100,32
29358,94,100,19
30092,94,95,20
33456,94,121,23
34141,94,113,39
59994,94,144,11
60426,94,96,32
61003,94,100,28
61591,94,97,7
62112,94,93,5
63086,94,94,32
63305,94,97,32
63494,94,93,7
66083,94,97,33
80792,94,93,13
81069,94,93,18
81828,94,102,25
82606,94,116,30
82868,94,95,33
84288,94,167,24
84294,94,202,19
85180,94,93,32
85368,94,93,31
43975,94,97,33
44812,94,94,32
45335,94,771,13
49151,94,468,15
49455,94,118,33
50674,94,114,25
51432,94,273,14
51578,94,164,7
51661,94,115,26
43677,95,469,12
44705,95,117,20
47097,95,94,32
48190,95,127,30
48862,95,102,32
53968,95,223,16
54086,95,100,32
54313,95,189,15
54890,95,108,32
55432,95,104,32
58076,95,232,10
68266,95,107,5
68671,95,104,31
68904,95,96,32
69040,95,94,32
69735,95,98,4
70117,95,103,32
70376,95,96,33
70546,95,94,32
70630,95,95,31
71026,95,94,32
71224,95,95,32
74894,95,94,5
206,95,121,29
13092,95,99,31
13966,95,99,32
14066,95,94,32
15123,95,101,31
16242,95,103,33
16303,95,114,30
17154,95,97,32
35912,95,478,22
36292,95,95,38
36477,95,109,25
36792,95,124,8
38657,95,201,20
38723,95,198,24
38746,95,218,11
39570,95,770,9
43038,95,193,12
20147,95,123,30
21088,95,117,30
21774,95,99,34
22295,95,101,34
26480,95,99,32
81592,95,576,3
84533,95,294,17
27698,95,98,33
27741,95,96,34
27949,95,102,33
28346,95,354,16
28924,95,102,27
31625,95,99,16
60132,95,100,32
60751,95,99,7
60983,95,257,9
61219,95,100,33
63071,95,94,33
63498,95,172,7
64258,95,126,33
64825,95,94,32
65049,95,94,4
65264,95,185,7
65421,95,121,29
66535,95,171,10
67725,95,97,3
60955,96,223,8
62019,96,95,6
62625,96,99,34
62830,96,98,9
64234,96,114,12
64412,96,99,32
64964,96,126,9
65116,96,104,6
65430,96,109,30
65509,96,148,7
66116,96,100,33
66132,96,436,3
66314,96,99,7
38044,96,174,3
38645,96,192,24
38680,96,198,21
38703,96,202,23
38740,96,191,21
43486,96,99,33
68265,96,95,32
68684,96,99,5
69809,96,103,32
70560,96,97,33
70659,96,111,4
70751,96,97,33
71240,96,95,32
71498,96,96,32
72955,96,116,32
73113,96,121,29
74356,96,95,3
75411,96,107,33
77577,96,98,32
77649,96,96,33
77703,96,102,33
78696,96,95,33
79643,96,95,32
79760,96,95,32
44579,96,97,33
44780,96,99,32
44932,96,99,32
46969,96,122,30
47388,96,118,25
48265,96,115,27
48314,96,124,32
48828,96,596,15
49292,96,121,34
50280,96,95,5
51589,96,121,27
52155,96,248,16
53499,96,96,34
54025,96,239,21
54044,96,104,33
54109,96,119,29
56284,96,116,27
207,96,153,27
12566,96,326,14
13100,96,113,32
13508,96,95,32
13736,96,111,32
14335,96,100,18
14372,96,100,34
14932,96,110,30
15457,96,95,32
16126,96,107,31
16560,96,137,28
16720,96,98,33
16876,96,95,32
17378,96,336,12
27096,96,100,34
28056,96,243,17
28126,96,100,34
28173,96,105,33
28186,96,100,34
29238,96,98,16
29352,96,100,17
33474,96,112,19
34196,96,138,28
34832,96,95,15
19218,96,337,18
20049,96,122,32
20338,96,122,31
20475,96,121,32
20545,96,128,30
20567,96,121,31
21714,96,106,34
22066,96,104,33
22093,96,99,33
23058,96,367,14
24908,96,95,32
81927,96,120,34
82433,96,128,31
82836,96,102,32
83112,96,105,32
84299,96,154,28
84364,96,326,6
84509,96,206,4
85720,96,95,32
81019,97,96,15
81216,97,96,17
81854,97,129,31
82283,97,129,31
84083,97,646,12
51912,97,140,16
52292,97,99,32
52813,97,113,9
53056,97,215,18
53569,97,113,34
54223,97,102,34
54439,97,228,14
54586,97,103,33
55268,97,124,29
55903,97,102,33
56239,97,120,27
56647,97,119,28
56879,97,142,3
57304,97,98,33
57556,97,231,16
58130,97,107,18
58136,97,117,12
58232,97,134,9
68415,97,102,4
70966,97,97,32
71821,97,100,4
72553,97,98,4
72901,97,96,3
74218,97,128,31
78075,97,96,33
59650,97,258,17
60417,97,220,10
62198,97,98,33
63070,97,367,10
67115,97,100,35
36349,97,187,3
36538,97,1060,5
37167,97,105,6
38015,97,118,30
38668,97,206,22
38696,97,210,21
38706,97,197,23
38727,97,202,22
38731,97,201,24
38741,97,100,33
38744,97,212,21
38766,97,198,22
38995,97,103,33
42882,97,98,32
43060,97,107,32
45134,97,96,33
47040,97,97,32
47673,97,240,17
49806,97,130,29
51539,97,447,21
21649,97,98,35
22290,97,104,35
23125,97,96,48
25411,97,126,29
12507,97,96,33
12995,97,117,30
13136,97,96,33
13331,97,107,31
13486,97,111,31
13492,97,96,32
14201,97,96,33
14203,97,113,32
14621,97,96,33
15298,97,96,33
15613,97,103,32
15932,97,96,33
16150,97,113,31
16255,97,97,33
28440,97,101,35
29207,97,99,14
32128,97,104,33
34164,97,112,25
34219,97,358,9
34730,97,155,11
27071,98,101,35
28031,98,252,17
28249,98,99,36
29076,98,710,11
29205,98,105,22
33656,98,192,22
34027,98,266,18
34329,98,100,7
37359,98,120,20
38648,98,198,24
38661,98,202,21
38691,98,202,23
38710,98,204,23
38960,98,99,34
39551,98,102,33
39756,98,99,34
39849,98,103,32
40417,98,101,32
41588,98,104,31
42164,98,97,35
68663,98,98,33
71102,98,98,33
73517,98,121,33
75333,98,130,32
78764,98,97,33
79085,98,97,33
79398,98,97,34
80250,98,97,33
82560,98,120,31
83877,98,258,7
84297,98,178,24
85076,98,97,33
51795,98,222,19
53098,98,136,4
53161,98,157,5
53860,98,103,33
54189,98,97,33
54284,98,104,33
54400,98,110,34
54551,98,124,30
54910,98,101,32
55897,98,257,19
56460,98,123,29
56628,98,99,33
57340,98,99,33
60367,98,1004,3
61291,98,128,10
61750,98,227,10
62867,98,308,4
65859,98,101,34
65942,98,160,6
66115,98,99,33
67138,98,97,3
67513,98,106,3
67595,98,101,6
208,98,109,36
12793,98,98,33
14160,98,97,33
15376,98,100,24
16338,98,97,33
16489,98,156,26
16923,98,114,31
45107,98,99,36
45754,98,97,33
46112,98,463,23
46517,98,104,32
46699,98,129,21
47433,98,103,33
47492,98,122,33
48007,98,312,15
48093,98,102,34
49156,98,102,33
49245,98,107,33
49547,98,143,21
50477,98,97,34
50733,98,116,31
50794,98,158,10
51156,98,99,34
51544,98,172,17
51642,98,114,33
19936,98,130,32
20616,98,128,31
20783,98,127,32
21884,98,104,30
22273,98,101,34
22589,98,102,35
22633,98,105,32
23418,98,129,4
23441,98,135,5
24909,98,98,31
19018,99,368,17
19562,99,128,33
20792,99,133,31
21638,99,101,36
21960,99,104,34
22206,99,104,34
24482,99,101,33
24924,99,100,30
26287,99,106,34
51740,99,217,21
51961,99,283,16
52408,99,125,34
52883,99,154,15
53601,99,121,32
55625,99,121,29
55960,99,152,8
56341,99,178,14
56630,99,119,30
57091,99,219,11
57688,99,117,32
58169,99,357,9
58231,99,125,29
58911,99,98,34
59173,99,105,32
68683,99,99,35
69732,99,144,3
69780,99,98,33
70447,99,102,34
70632,99,107,32
71144,99,108,33
71451,99,102,34
71870,99,120,33
74379,99,130,33
75399,99,133,32
78492,99,100,33
78510,99,98,34
78640,99,98,34
27556,99,102,35
27584,99,104,34
28179,99,103,36
29341,99,102,15
31935,99,107,24
33437,99,115,27
33528,99,111,21
33581,99,114,30
33952,99,144,27
34323,99,125,28
38664,99,198,23
38752,99,205,23
38864,99,103,34
39895,99,264,21
40712,99,103,33
42301,99,104,33
80617,99,99,33
81178,99,98,15
81574,99,211,10
81847,99,125,28
82699,99,101,36
82824,99,104,33
83364,99,391,18
84286,99,156,26
84420,99,320,15
84522,99,98,49
85013,99,98,33
44156,99,109,34
45045,99,103,33
45213,99,362,17
46494,99,140,24
47826,99,120,28
48363,99,118,29
49135,99,124,29
49239,99,154,16
49317,99,98,23
49952,99,333,14
50194,99,317,14
50820,99,99,35
51030,99,110,32
60311,99,161,13
62245,99,98,3
62679,99,102,32
62900,99,107,33
65224,99,101,33
66069,99,102,33
66123,99,116,31
67562,99,112,3
67721,99,154,5
209,99,119,34
12505,99,114,32
12867,99,101,33
13908,99,122,33
14668,99,103,15
210,100,384,18
211,100,1800,4
300,100,340,17
517,100,1563,5
518,100,1624,4
519,100,1829,3
520,100,1981,3
521,100,2423,3
522,100,3274,2
904,100,100,33
1609,100,246,20
1610,100,224,22
1611,100,261,19
1612,100,269,19
1613,100,242,21
1614,100,513,12
1615,100,480,13
1616,100,525,12
1617,100,485,13
1618,100,497,12
1619,100,727,10
1620,100,722,9
1621,100,742,9
1622,100,703,9
1623,100,737,9
1624,100,1011,7
1625,100,989,8
1626,100,993,8
1627,100,989,8
1628,100,997,7
1898,100,180,24
1899,100,200,20
1922,100,220,20
1923,100,250,20
1990,100,260,20
1991,100,300,18
13309,100,104,13
13322,100,99,34
13392,100,105,33
13851,100,107,35
14405,100,121,30
15017,100,114,35
15262,100,99,34
16218,100,99,34
36253,100,309,8
37694,100,174,23
38009,100,110,10
38011,100,196,24
38633,100,207,22
38807,100,107,34
39960,100,101,35
40132,100,1098,10
69168,100,101,35
70059,100,102,35
70165,100,101,33
70528,100,99,34
71044,100,99,34
72777,100,125,33
73463,100,123,33
73485,100,113,34
74342,100,135,31
74905,100,103,36
76911,100,101,34
77693,100,101,34
79013,100,100,34
79514,100,99,34
80014,100,100,34
17773,100,102,14
19232,100,316,21
19712,100,131,31
19740,100,127,32
20515,100,126,33
21117,100,123,32
21568,100,102,35
21591,100,102,34
22398,100,102,34
22654,100,108,35
22774,100,108,33
24420,100,451,14
53293,100,104,33
54259,100,152,11
55928,100,186,12
57228,100,169,12
57416,100,120,31
57687,100,100,33
58659,100,99,34
27167,100,106,33
27188,100,104,34
27461,100,102,36
27828,100,104,34
28066,100,258,18
28420,100,105,35
28708,100,197,23
28709,100,197,24
28710,100,196,24
28711,100,196,24
28712,100,196,24
28713,100,196,25
28714,100,196,23
28715,100,196,25
28716,100,196,24
28717,100,196,24
28718,100,196,24
28719,100,196,24
28720,100,196,23
28721,100,196,24
28722,100,196,24
28723,100,196,23
28724,100,196,24
28725,100,196,23
28726,100,196,24
28727,100,196,24
28728,100,197,25
28729,100,196,25
28730,100,196,24
28731,100,196,24
28732,100,196,25
28733,100,196,23
28734,100,196,25
28735,100,197,24
28736,100,196,23
28737,100,196,24
28738,100,196,25
28739,100,196,25
28740,100,197,24
28741,100,197,24
28742,100,196,24
28743,100,196,25
28744,100,197,23
28745,100,196,24
28746,100,196,23
28747,100,196,23
28748,100,196,24
28749,100,196,24
28793,100,1080,13
28877,100,100,44
29112,100,103,33
32584,100,125,25
33585,100,111,23
33672,100,401,13
33970,100,111,30
60149,100,102,34
60361,100,99,34
60846,100,668,6
61371,100,104,33
61755,100,106,34
62202,100,214,9
63190,100,100,35
64079,100,101,8
65071,100,104,5
65079,100,102,35
65441,100,267,18
66068,100,217,8
66264,100,105,5
80608,100,106,34
82060,100,127,31
82426,100,134,31
83023,100,102,34
84423,100,567,9
84930,100,99,33
85390,100,101,33
44150,100,102,33
44771,100,105,35
45867,100,101,34
46510,100,122,19
47411,100,122,30
48142,100,179,14
49521,100,124,38
51356,100,124,30
43893,101,100,34
43912,101,300,23
44159,101,418,17
44238,101,108,33
44327,101,576,18
44351,101,102,34
44432,101,101,33
44558,101,366,17
44661,101,102,34
44707,101,571,12
45006,101,842,14
45241,101,737,16
45266,101,846,20
45319,101,101,35
45515,101,515,3
45556,101,108,34
45595,101,346,12
45600,101,101,35
45663,101,338,20
45683,101,446,17
45794,101,105,34
45818,101,105,35
45973,101,392,18
46070,101,101,35
46103,101,106,35
46153,101,106,33
46266,101,103,34
46443,101,105,34
46497,101,101,36
46642,101,102,36
46807,101,110,33
47113,101,100,35
47169,101,134,32
47196,101,124,28
47342,101,182,6
47441,101,104,35
47472,101,104,35
47481,101,126,31
47657,101,103,34
47766,101,100,35
47780,101,100,34
48044,101,810,24
48096,101,129,35
48443,101,440,26
48565,101,385,22
48753,101,124,29
49071,101,114,33
49324,101,133,31
49361,101,122,28
49408,101,100,6
49418,101,108,34
49470,101,123,32
49542,101,127,32
49550,101,122,33
49599,101,105,17
49688,101,100,3
49767,101,122,36
49794,101,128,28
49887,101,222,21
49926,101,105,35
49949,101,107,34
50000,101,161,12
50081,101,100,4
50198,101,121,32
50322,101,339,15
50561,101,205,18
51053,101,104,36
51191,101,123,33
51387,101,218,15
51470,101,463,14
51555,101,199,15
51798,101,278,10
51800,101,104,33
51821,101,123,37
51923,101,122,35
52066,101,101,35
52089,101,265,9
52164,101,393,19
52172,101,219,20
52335,101,168,17
52563,101,122,35
52587,101,124,34
52594,101,108,11
52734,101,103,34
52787,101,127,34
52995,101,100,44
53367,101,120,31
53405,101,123,33
53415,101,325,10
53478,101,102,35
53600,101,176,16
53684,101,103,33
53767,101,111,11
54010,101,112,33
54236,101,561,18
54261,101,122,33
54425,101,107,33
54476,101,120,32
54481,101,115,34
54523,101,124,33
54550,101,268,15
54604,101,237,14
54645,101,100,35
54730,101,101,34
54858,101,112,34
54942,101,109,34
55099,101,103,32
55206,101,207,10
55227,101,129,30
55277,101,182,15
55411,101,260,14
55421,101,124,34
55520,101,107,34
55789,101,102,34
55931,101,201,10
55944,101,103,34
55952,101,125,29
56051,101,125,28
56206,101,125,28
56219,101,174,10
56248,101,155,14
56269,101,116,4
56311,101,132,26
56408,101,143,14
56481,101,124,30
56657,101,107,34
56698,101,418,9
56717,101,121,32
57005,101,110,32
57032,101,122,30
57076,101,120,31
57081,101,114,34
57086,101,103,33
57167,101,203,11
57241,101,169,7
57314,101,125,31
57350,101,492,6
57395,101,100,3
57494,101,124,30
57527,101,118,34
57660,101,239,12
57707,101,308,17
57726,101,189,12
57985,101,123,30
58031,101,103,35
58122,101,124,29
58139,101,116,17
58194,101,123,29
58380,101,722,5
58402,101,491,6
58408,101,227,13
58410,101,125,30
58450,101,227,9
58598,101,209,7
58943,101,111,16
59114,101,212,11
59232,101,115,9
59325,101,107,33
59355,101,101,35
59361,101,111,33
59366,101,259,16
59418,101,101,34
59426,101,112,18
59463,101,138,6
59499,101,273,5
59583,101,100,34
67990,101,108,4
68006,101,104,5
68027,101,100,34
68029,101,101,35
68092,101,101,34
68165,101,101,35
68186,101,108,35
68205,101,148,6
68276,101,163,6
68357,101,106,34
68744,101,101,35
68779,101,100,4
68785,101,109,34
69054,101,100,35
69128,101,118,32
69289,101,158,4
69516,101,103,5
69535,101,100,34
69545,101,103,33
69557,101,235,4
69600,101,109,35
69602,101,101,34
69623,101,108,3
69657,101,100,4
69684,101,102,34
69871,101,101,34
70046,101,102,34
70121,101,106,34
70146,101,149,3
70398,101,107,4
70461,101,106,33
70642,101,100,35
70737,101,100,33
70799,101,100,34
70995,101,103,34
71330,101,101,34
71402,101,100,34
71472,101,100,34
71511,101,100,34
71563,101,107,3
71597,101,104,3
71783,101,100,34
72097,101,411,13
72291,101,104,6
72528,101,100,3
